AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,debt_to_income,credit_utilisation,income_per_person,annuity_to_credit,age_years,employment_years,delinquency_flag,doc_submission_score,income_band,tenure_band,TARGET
121500.0,808650.0,23773.5,675000.0,-23683,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.195665056254681,1.1979982251878143,40500.0,0.0293989619749434,64.88493150684931,0.0,0,1,100-200K,0-2 yrs,0
171000.0,562500.0,27189.0,562500.0,-14517,-603,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1589990701808761,0.9999982222253828,57000.0,0.0483359140694861,39.772602739726025,1.652054794520548,0,1,100-200K,0-2 yrs,0
157500.0,1309500.0,34672.5,1309500.0,-23445,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.2201414594193052,0.9999992363503348,52500.0,0.0264776430105818,64.23287671232876,0.0,0,1,100-200K,0-2 yrs,0
112500.0,241618.5,24025.5,229500.0,-14230,-2649,2.0,Cash loans,F,Working,Secondary / secondary special,Separated,0.2135581017057626,1.052799334207694,37500.0,0.09943526909045,38.986301369863014,7.257534246575342,0,1,100-200K,5+ yrs,0
112500.0,675000.0,35419.5,675000.0,-20683,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.3148372014470982,0.9999985185207132,37500.0,0.0524732555951769,56.66575342465753,0.0,0,1,100-200K,0-2 yrs,0
67500.0,675000.0,28597.5,675000.0,-14039,-1121,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.4236603902164412,0.9999985185207132,22500.0,0.0423666039013275,38.463013698630135,3.0712328767123287,0,1,50-100K,2-5 yrs,0
202500.0,270000.0,13500.0,270000.0,-17621,-33,2.0,Revolving loans,M,Working,Secondary / secondary special,Separated,0.0666663374501854,0.9999962963100136,67500.0,0.0499998148155006,48.276712328767125,0.0904109589041095,0,0,200-500K,0-2 yrs,0
112500.0,1546020.0,42642.0,1350000.0,-19218,-4122,2.0,Cash loans,M,State servant,Secondary / secondary special,Married,0.3790366307855041,1.145199151704332,37500.0,0.0275817728219733,52.652054794520545,11.293150684931506,0,1,100-200K,5+ yrs,0
112500.0,593010.0,19260.0,495000.0,-13299,-3438,3.0,Cash loans,F,State servant,Incomplete higher,Married,0.171198478235749,1.197997579802869,28125.0,0.0324783182774012,36.43561643835616,9.41917808219178,0,1,100-200K,5+ yrs,0
225000.0,675000.0,28377.0,675000.0,-22803,-1389,1.0,Cash loans,F,Commercial associate,Higher education,Separated,0.1261194394691579,0.9999985185207132,112500.0,0.0420399377186107,62.47397260273973,3.8054794520547945,0,1,200-500K,2-5 yrs,0
112500.0,312768.0,13774.5,270000.0,-16035,-2384,2.0,Cash loans,M,Working,Lower secondary,Married,0.1224389116541186,1.1583957096455195,37500.0,0.0440404899462542,43.93150684931507,6.531506849315068,0,1,100-200K,5+ yrs,0
90000.0,247500.0,13189.5,247500.0,-9470,-2580,1.0,Cash loans,F,Working,Secondary / secondary special,Separated,0.146548371684759,0.9999959596122844,45000.0,0.0532906937749746,25.945205479452056,7.068493150684931,0,2,50-100K,5+ yrs,0
112500.0,630000.0,42232.5,630000.0,-8539,-818,2.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.3753966631407721,0.9999984127009324,37500.0,0.0670356078799875,23.39452054794521,2.241095890410959,0,1,100-200K,2-5 yrs,0
225000.0,254700.0,16582.5,225000.0,-14989,-1663,2.0,Cash loans,F,Commercial associate,Higher education,Married,0.0736996724459002,1.1319949689112492,75000.0,0.0651057514497391,41.06575342465754,4.556164383561644,0,1,200-500K,2-5 yrs,0
112500.0,544491.0,15916.5,454500.0,-23273,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.1414787424111785,1.197997364142213,37500.0,0.0292318344438485,63.76164383561644,0.0,0,1,100-200K,0-2 yrs,0
270000.0,1006920.0,39933.0,900000.0,-15107,-2334,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.147899452224251,1.1187987568902702,67500.0,0.0396585233598266,41.38904109589041,6.394520547945206,0,1,200-500K,5+ yrs,0
103500.0,117000.0,13360.5,117000.0,-10445,-680,2.0,Cash loans,F,Working,Secondary / secondary special,Separated,0.1290857093168182,0.9999914530645038,34500.0,0.1141913316980196,28.616438356164384,1.8630136986301369,0,1,100-200K,0-2 yrs,0
135000.0,180000.0,9000.0,180000.0,-11028,-305,1.0,Revolving loans,F,Working,Higher education,Single / not married,0.0666661728431641,0.9999944444753084,67500.0,0.0499997222237654,30.213698630136985,0.8356164383561644,0,0,100-200K,0-2 yrs,0
135000.0,1125000.0,33025.5,1125000.0,-19154,-969,2.0,Cash loans,M,Working,Higher education,Married,0.2446315212479907,0.9999991111119012,45000.0,0.0293559739058009,52.47671232876712,2.654794520547945,0,1,100-200K,2-5 yrs,0
67500.0,227520.0,15201.0,180000.0,-11686,-2227,1.0,Cash loans,M,Working,Higher education,Single / not married,0.2251966637531295,1.26399297781679,33750.0,0.0668114152100245,32.016438356164386,6.101369863013699,0,1,50-100K,5+ yrs,0
76500.0,148365.0,11610.0,135000.0,-23307,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.1517627220559208,1.098991859319561,25500.0,0.0782524298019761,63.85479452054795,0.0,0,1,50-100K,0-2 yrs,0
90000.0,180000.0,17802.0,180000.0,-25024,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.1977978022466417,0.9999944444753084,30000.0,0.098899450558608,68.55890410958904,0.0,0,1,50-100K,0-2 yrs,0
85500.0,78192.0,6178.5,67500.0,-16877,-3975,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.0722623127214886,1.1583828387727588,21375.0,0.0790160244523167,46.23835616438356,10.89041095890411,0,1,50-100K,5+ yrs,0
112500.0,450000.0,29299.5,450000.0,-12804,-875,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Civil marriage,0.2604376849983555,0.999997777782716,37500.0,0.0651098553114326,35.07945205479452,2.3972602739726026,0,1,100-200K,2-5 yrs,0
225000.0,781920.0,41787.0,675000.0,-18076,-8809,2.0,Cash loans,F,Working,Higher education,Married,0.1857191745814463,1.1583982838543945,75000.0,0.0534414601986645,49.52328767123288,24.134246575342463,0,1,200-500K,5+ yrs,0
81000.0,225000.0,23872.5,225000.0,-10049,-1617,4.0,Cash loans,F,Working,Higher education,Married,0.2947185837211886,0.9999955555753084,16200.0,0.1060995284465402,27.53150684931507,4.4301369863013695,0,1,50-100K,2-5 yrs,0
247500.0,225000.0,13765.5,225000.0,-23943,-680,1.0,Cash loans,F,Working,Secondary / secondary special,Widow,0.0556179570991632,0.9999955555753084,123750.0,0.0611797280900973,65.59726027397261,1.8630136986301369,0,1,200-500K,0-2 yrs,0
117000.0,254700.0,20250.0,225000.0,-14154,-160,4.0,Cash loans,M,Working,Lower secondary,Married,0.1730754437996256,1.1319949689112492,23400.0,0.0795049882018523,38.778082191780825,0.4383561643835616,0,1,100-200K,0-2 yrs,1
225000.0,314100.0,19111.5,225000.0,-14546,-880,3.0,Cash loans,M,Working,Secondary / secondary special,Separated,0.0849396224905667,1.3959937955831307,56250.0,0.0608450784938602,39.85205479452055,2.410958904109589,0,1,200-500K,2-5 yrs,1
121500.0,1081179.0,40198.5,927000.0,-19240,-1426,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.3308491288137546,1.1663191301843256,40500.0,0.0371802105107382,52.71232876712329,3.9068493150684938,0,1,100-200K,2-5 yrs,0
253467.0,610335.0,24633.0,463500.0,-21967,-8616,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.0971838654189089,1.3167932755269136,84489.0,0.0403597362764116,60.18356164383562,23.60547945205479,0,1,200-500K,5+ yrs,0
72000.0,47970.0,5539.5,45000.0,-22109,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.0769364314384522,1.0659763116375192,24000.0,0.1154760167601259,60.57260273972603,0.0,0,1,50-100K,0-2 yrs,0
112500.0,545040.0,20677.5,450000.0,-23177,365243,1.0,Cash loans,F,Pensioner,Secondary / secondary special,Separated,0.1837983662367445,1.2111973084504255,56250.0,0.0379375129577407,63.4986301369863,0.0,0,1,100-200K,0-2 yrs,0
90000.0,202500.0,10125.0,202500.0,-9672,-922,3.0,Revolving loans,F,Working,Higher education,Civil marriage,0.1124987500138887,0.9999950617527816,22500.0,0.049999753087639,26.4986301369863,2.526027397260274,0,0,50-100K,2-5 yrs,0
225000.0,231813.0,10341.0,193500.0,-23556,365243,2.0,Cash loans,M,Pensioner,Higher education,Married,0.0459597957342411,1.1979938088175257,75000.0,0.0446090400062118,64.53698630136986,0.0,0,1,200-500K,0-2 yrs,0
81000.0,900000.0,48955.5,900000.0,-12160,-2822,2.0,Cash loans,F,Working,Higher education,Married,0.6043814273897853,0.9999988888901234,27000.0,0.0543949395611782,33.31506849315068,7.7315068493150685,0,1,50-100K,5+ yrs,0
189000.0,1575000.0,43443.0,1575000.0,-16546,-2518,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2298559266882185,0.9999993650797682,47250.0,0.027582839629943,45.33150684931507,6.898630136986301,0,1,100-200K,5+ yrs,0
81000.0,314100.0,13963.5,225000.0,-15058,-7053,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1723867606572758,1.3959937955831307,20250.0,0.0444554458597712,41.25479452054795,19.323287671232876,0,1,50-100K,5+ yrs,0
112500.0,431280.0,23526.0,360000.0,-18772,-1029,1.0,Cash loans,F,Commercial associate,Secondary / secondary special,Separated,0.2091181411720784,1.197996672231466,56250.0,0.0545491222659936,51.43013698630137,2.819178082191781,0,1,100-200K,2-5 yrs,0
117000.0,545040.0,36423.0,450000.0,-10490,-825,3.0,Cash loans,F,Working,Higher education,Married,0.3113050315809266,1.2111973084504255,29250.0,0.0668261653710454,28.73972602739726,2.26027397260274,0,1,100-200K,2-5 yrs,1
108000.0,278460.0,21676.5,225000.0,-15436,-2210,1.0,Cash loans,F,Working,Secondary / secondary special,Separated,0.2007064749400468,1.237594499580002,54000.0,0.0778439350573329,42.29041095890411,6.054794520547945,0,1,100-200K,5+ yrs,0
117000.0,562198.5,44545.5,508500.0,-14908,-663,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.3807275151494431,1.1055995956743447,39000.0,0.0792343287391753,40.843835616438355,1.8164383561643835,0,1,100-200K,0-2 yrs,0
202500.0,675000.0,33750.0,675000.0,-9795,-1528,2.0,Revolving loans,F,Working,Higher education,Married,0.1666658436254635,0.9999985185207132,67500.0,0.0499999259260356,26.83561643835617,4.186301369863013,0,0,200-500K,2-5 yrs,0
112500.0,679500.0,27076.5,679500.0,-19155,-3090,2.0,Cash loans,F,Working,Higher education,Married,0.2406778606412387,0.99999852833182,37500.0,0.0398476234766394,52.47945205479452,8.465753424657533,0,1,100-200K,5+ yrs,0
180000.0,363190.5,26559.0,328500.0,-13508,-992,4.0,Cash loans,F,Working,Incomplete higher,Married,0.1475491802823317,1.105599374126715,36000.0,0.0731267113905474,37.00821917808219,2.717808219178082,0,1,100-200K,2-5 yrs,0
247500.0,655614.0,36738.0,607500.0,-15434,-2265,2.0,Cash loans,F,Working,Secondary / secondary special,Civil marriage,0.1484357638959034,1.0791982235420188,82500.0,0.0560359357244724,42.28493150684932,6.205479452054795,0,1,200-500K,5+ yrs,0
180000.0,1174005.0,78903.0,1125000.0,-20577,-3885,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.4383475647357515,1.0435590723919357,60000.0,0.0672083447614407,56.37534246575343,10.643835616438356,0,1,100-200K,5+ yrs,0
292500.0,252000.0,21685.5,252000.0,-17938,-2135,2.0,Cash loans,M,Commercial associate,Higher education,Married,0.0741382080745023,0.9999960317617788,97500.0,0.0860532299475002,49.14520547945205,5.8493150684931505,0,1,200-500K,5+ yrs,0
247500.0,485190.0,23472.0,405000.0,-13260,-204,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.094835980460685,1.1979970419826125,61875.0,0.0483768247968325,36.32876712328767,0.5589041095890411,0,1,200-500K,0-2 yrs,0
450000.0,135000.0,6750.0,135000.0,-14574,-470,3.0,Revolving loans,M,Commercial associate,Higher education,Married,0.0149999666667407,0.999992592647462,112500.0,0.049999629632373,39.92876712328767,1.2876712328767124,0,1,200-500K,0-2 yrs,0
202500.0,942300.0,30528.0,675000.0,-20819,-5711,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1507548110873526,1.3959979318549158,67500.0,0.032397291311375,57.038356164383565,15.646575342465754,0,1,200-500K,5+ yrs,1
135000.0,254700.0,16713.0,225000.0,-9117,-185,1.0,Cash loans,F,Working,Secondary / secondary special,Single / not married,0.1237990829697557,1.1319949689112492,67500.0,0.0656181169292621,24.97808219178082,0.5068493150684932,0,1,100-200K,0-2 yrs,0
180000.0,1350000.0,35613.0,1350000.0,-15884,-4881,3.0,Cash loans,M,Working,Higher education,Married,0.1978489008394398,0.999999259259808,45000.0,0.0263799804592737,43.51780821917808,13.372602739726029,0,1,100-200K,5+ yrs,0
126000.0,973710.0,25816.5,697500.0,-10878,-2388,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.204891231021976,1.3959979985691775,42000.0,0.026513513763324,29.802739726027397,6.542465753424658,0,2,100-200K,5+ yrs,0
292500.0,433057.5,23620.5,324000.0,-21567,-9116,2.0,Cash loans,F,Working,Higher education,Married,0.0807535700732647,1.336593096934886,97500.0,0.054543439281298,59.08767123287672,24.975342465753425,0,1,200-500K,5+ yrs,0
202500.0,1005120.0,29520.0,720000.0,-21177,-2525,2.0,Cash loans,M,Commercial associate,Higher education,Married,0.1457770578910721,1.395998061113804,67500.0,0.0293695982871713,58.01917808219178,6.917808219178082,0,1,200-500K,5+ yrs,0
360000.0,900000.0,57519.0,900000.0,-15103,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Civil marriage,0.1597745561817883,0.9999988888901234,120000.0,0.0639099289889677,41.37808219178082,0.0,0,1,200-500K,0-2 yrs,0
157500.0,127350.0,7438.5,112500.0,-12933,-2745,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.0472282715665297,1.131989937867219,52500.0,0.0584094353401229,35.43287671232877,7.52054794520548,0,1,100-200K,5+ yrs,0
135000.0,755190.0,36459.0,675000.0,-23516,365243,3.0,Cash loans,M,Pensioner,Secondary / secondary special,Married,0.2700646661876578,1.118798342520974,33750.0,0.0482778528875476,64.42739726027398,0.0,0,1,100-200K,0-2 yrs,0
180000.0,855000.0,37791.0,855000.0,-19675,-3634,2.0,Cash loans,F,Working,Higher education,Married,0.209948833617591,0.9999988304107248,60000.0,0.044199948304154,53.9041095890411,9.956164383561644,0,1,100-200K,5+ yrs,0
67500.0,180000.0,9000.0,180000.0,-17016,-1115,3.0,Revolving loans,F,Working,Secondary / secondary special,Married,0.1333313580539547,0.9999944444753084,16875.0,0.0499997222237654,46.61917808219178,3.0547945205479454,0,0,50-100K,2-5 yrs,0
315000.0,675000.0,33750.0,675000.0,-23172,365243,2.0,Revolving loans,F,Pensioner,Secondary / secondary special,Married,0.1071425170078825,0.9999985185207132,105000.0,0.0499999259260356,63.484931506849314,0.0,0,0,200-500K,0-2 yrs,0
180000.0,1086889.5,46179.0,922500.0,-13922,-2262,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.2565485747301403,1.1781987228198127,60000.0,0.0424872606762134,38.14246575342466,6.197260273972603,0,1,100-200K,5+ yrs,0
157500.0,246357.0,24493.5,234000.0,-23752,365243,1.0,Cash loans,F,Pensioner,Higher education,Single / not married,0.1555132983282645,1.0528031931487472,78750.0,0.0994223853091842,65.07397260273973,0.0,0,1,100-200K,0-2 yrs,0
202500.0,1125000.0,39856.5,1125000.0,-14125,-635,2.0,Cash loans,F,Working,Higher education,Married,0.1968212502654308,0.9999991111119012,67500.0,0.0354279685084724,38.6986301369863,1.7397260273972603,0,1,200-500K,0-2 yrs,1
67500.0,328405.5,26077.5,283500.0,-14646,365243,3.0,Cash loans,M,Pensioner,Secondary / secondary special,Married,0.3863276099613339,1.1583927393554168,16875.0,0.0794061627891043,40.12602739726027,0.0,0,1,50-100K,0-2 yrs,0
315000.0,1095111.0,58477.5,1035000.0,-15401,-6787,2.0,Cash loans,F,State servant,Higher education,Married,0.1856422678023244,1.0580772385727164,105000.0,0.0533986478095391,42.1945205479452,18.594520547945205,0,1,200-500K,5+ yrs,0
306000.0,835380.0,40320.0,675000.0,-12976,-2198,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1317642752801461,1.2375981665212348,76500.0,0.0482654022535824,35.55068493150685,6.021917808219178,0,1,200-500K,5+ yrs,0
270000.0,728460.0,58536.0,675000.0,-19213,-328,1.0,Cash loans,F,Working,Higher education,Widow,0.2167991970400109,1.0791984011875535,135000.0,0.0803557088162578,52.63835616438356,0.8986301369863013,0,1,200-500K,0-2 yrs,0
112500.0,808650.0,26217.0,675000.0,-14038,-7341,3.0,Cash loans,F,State servant,Secondary / secondary special,Married,0.2330379285517462,1.1979982251878143,28125.0,0.0324206610762863,38.46027397260274,20.112328767123287,0,1,100-200K,5+ yrs,0
90000.0,675000.0,19737.0,675000.0,-20658,-688,1.0,Cash loans,F,Working,Secondary / secondary special,Separated,0.2192975633604071,0.9999985185207132,45000.0,0.0292399566815456,56.5972602739726,1.884931506849315,0,1,50-100K,0-2 yrs,0
180000.0,254700.0,30357.0,225000.0,-8712,-427,1.0,Cash loans,M,Working,Secondary / secondary special,Single / not married,0.1686490630607607,1.1319949689112492,90000.0,0.1191868112021546,23.86849315068493,1.16986301369863,0,1,100-200K,0-2 yrs,0
81000.0,81504.0,8190.0,72000.0,-24742,365243,2.0,Cash loans,M,Pensioner,Secondary / secondary special,Married,0.1011098628411995,1.1319842779961389,27000.0,0.1004846328446107,67.78630136986301,0.0,0,1,50-100K,0-2 yrs,0
180000.0,796396.5,31711.5,643500.0,-22763,365243,1.0,Cash loans,F,Pensioner,Higher education,Widow,0.1761740212554374,1.237599475369891,90000.0,0.0398186835091772,62.364383561643834,0.0,0,1,100-200K,0-2 yrs,0
112500.0,813195.0,27004.5,702000.0,-16155,-8440,3.0,Cash loans,F,Working,Secondary / secondary special,Married,0.240037866330077,1.158395785760989,28125.0,0.0332078613274044,44.26027397260274,23.123287671232877,0,1,100-200K,5+ yrs,0
540000.0,450000.0,21109.5,450000.0,-12355,-965,4.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.0390915942748254,0.999997777782716,108000.0,0.0469098957557872,33.84931506849315,2.643835616438356,0,1,500K+,2-5 yrs,0
220500.0,1076067.0,60214.5,1017000.0,-12364,-2704,4.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.2730803941932236,1.0580786056257565,44100.0,0.0559578948542285,33.87397260273973,7.408219178082192,0,1,200-500K,5+ yrs,0
220500.0,675000.0,33750.0,675000.0,-20241,-5797,2.0,Revolving loans,F,State servant,Higher education,Married,0.1530605303377309,0.9999985185207132,73500.0,0.0499999259260356,55.45479452054794,15.882191780821918,0,0,200-500K,5+ yrs,0
121500.0,814041.0,23800.5,679500.0,-10640,-1724,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1958872766479288,1.1979982369415203,40500.0,0.0292374349235051,29.15068493150685,4.723287671232876,0,1,100-200K,2-5 yrs,0
225000.0,270000.0,13500.0,270000.0,-13247,-1561,3.0,Revolving loans,F,Working,Secondary / secondary special,Married,0.0599997333345185,0.9999962963100136,56250.0,0.0499998148155006,36.293150684931504,4.276712328767124,0,0,200-500K,2-5 yrs,0
495000.0,1305000.0,38286.0,1305000.0,-19130,-5483,1.0,Cash loans,M,Commercial associate,Higher education,Single / not married,0.0773452982923266,0.9999992337170622,247500.0,0.0293379085533267,52.41095890410959,15.02191780821918,0,1,200-500K,5+ yrs,0
675000.0,1892227.5,65772.0,1728000.0,-18056,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.0974398556446583,1.0950384287972057,225000.0,0.034759015626284,49.46849315068493,0.0,0,1,500K+,0-2 yrs,0
85500.0,153000.0,8671.5,153000.0,-22000,-7499,1.0,Cash loans,F,State servant,Secondary / secondary special,Widow,0.1014198664343107,0.999993464095006,42750.0,0.0566761001562081,60.273972602739725,20.545205479452058,0,1,50-100K,5+ yrs,0
180000.0,597024.0,38286.0,540000.0,-16545,-2230,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2126988183398981,1.1055979525963842,60000.0,0.0641279678405426,45.32876712328767,6.109589041095891,0,1,100-200K,5+ yrs,0
270000.0,270000.0,21330.0,270000.0,-8050,-975,1.0,Cash loans,M,Working,Incomplete higher,Single / not married,0.078999707408491,0.9999962963100136,135000.0,0.078999707408491,22.054794520547944,2.671232876712329,0,1,200-500K,2-5 yrs,0
216000.0,479700.0,49284.0,450000.0,-14904,-672,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.2281656103443965,1.0659976311163752,72000.0,0.1027389978340674,40.83287671232877,1.841095890410959,0,1,200-500K,0-2 yrs,0
81000.0,1288350.0,37800.0,1125000.0,-17536,-2100,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.4666609054209207,1.1451989820453492,27000.0,0.0293398305275503,48.04383561643836,5.7534246575342465,0,1,50-100K,5+ yrs,0
270000.0,365175.0,23773.5,301500.0,-10467,-2350,2.0,Cash loans,F,Working,Incomplete higher,Married,0.0880496738900967,1.211190012636774,90000.0,0.0651014853111924,28.676712328767124,6.438356164383562,0,1,200-500K,5+ yrs,0
135000.0,241618.5,25767.0,229500.0,-9715,-1780,3.0,Cash loans,M,Working,Incomplete higher,Married,0.1908652528499788,1.052799334207694,33750.0,0.1066428827143504,26.616438356164384,4.876712328767123,0,1,100-200K,2-5 yrs,0
112500.0,942300.0,27679.5,675000.0,-17205,-6816,1.0,Cash loans,F,Working,Secondary / secondary special,Widow,0.2460378129972178,1.3959979318549158,56250.0,0.0293743718832941,47.136986301369866,18.673972602739727,0,1,100-200K,5+ yrs,0
112500.0,167076.0,13522.5,135000.0,-21994,365243,1.0,Cash loans,F,Pensioner,Secondary / secondary special,Single / not married,0.1201989315650527,1.2375908326604987,56250.0,0.0809357362174326,60.25753424657534,0.0,0,1,100-200K,0-2 yrs,0
288000.0,720000.0,25992.0,720000.0,-15508,-2091,1.0,Cash loans,F,Working,Secondary / secondary special,Single / not married,0.0902496866330325,0.99999861111304,144000.0,0.0360999498611807,42.487671232876714,5.728767123287671,0,1,200-500K,5+ yrs,0
90000.0,180000.0,9000.0,180000.0,-9549,-863,2.0,Revolving loans,F,Working,Secondary / secondary special,Single / not married,0.0999988889012344,0.9999944444753084,30000.0,0.0499997222237654,26.16164383561644,2.3643835616438356,0,0,50-100K,2-5 yrs,0
472500.0,1575000.0,43443.0,1575000.0,-18888,-1570,2.0,Cash loans,F,Commercial associate,Higher education,Civil marriage,0.0919426625552115,0.9999993650797682,157500.0,0.027582839629943,51.74794520547945,4.301369863013699,0,1,200-500K,2-5 yrs,0
180000.0,219042.0,16002.0,193500.0,-15544,-1277,2.0,Cash loans,M,Commercial associate,Higher education,Civil marriage,0.0888995061138549,1.1319941499010342,60000.0,0.0730541491853197,42.586301369863016,3.4986301369863013,0,1,100-200K,2-5 yrs,0
247500.0,343800.0,12478.5,225000.0,-17278,-2952,2.0,Cash loans,F,State servant,Higher education,Married,0.0504179781091793,1.5279932089190715,82500.0,0.0362957059461723,47.33698630136986,8.087671232876712,0,1,200-500K,5+ yrs,0
103500.0,168102.0,16753.5,148500.0,-18898,-965,2.0,Cash loans,F,Working,Lower secondary,Married,0.16186800127535,1.1319923771557094,34500.0,0.0996621119194779,51.775342465753425,2.643835616438356,0,1,100-200K,2-5 yrs,0
90000.0,170640.0,11236.5,135000.0,-10097,-636,1.0,Cash loans,M,Working,Secondary / secondary special,Single / not married,0.1248486127931911,1.2639906371063918,45000.0,0.0658487702252096,27.663013698630134,1.7424657534246577,0,1,50-100K,0-2 yrs,0
211500.0,450000.0,27324.0,450000.0,-16952,-210,1.0,Cash loans,F,Working,Secondary / secondary special,Single / not married,0.1291908785301251,0.999997777782716,105750.0,0.0607198650669665,46.44383561643835,0.5753424657534246,0,1,200-500K,0-2 yrs,0
187200.0,728460.0,38938.5,675000.0,-21883,-12608,1.0,Cash loans,F,State servant,Secondary / secondary special,Widow,0.2080036965614499,1.0791984011875535,93600.0,0.0534531018132748,59.95342465753425,34.54246575342466,0,1,100-200K,5+ yrs,0
225000.0,855000.0,22554.0,855000.0,-10586,-250,1.0,Cash loans,M,Commercial associate,Higher education,Single / not married,0.1002395544908689,0.9999988304107248,112500.0,0.0263789165158871,29.002739726027396,0.684931506849315,0,2,200-500K,0-2 yrs,0
108000.0,274500.0,18472.5,274500.0,-13222,-815,2.0,Cash loans,F,Working,Secondary / secondary special,Married,0.1710400829621948,0.9999963570260216,36000.0,0.0672948368129806,36.224657534246575,2.232876712328767,0,1,100-200K,2-5 yrs,0
270000.0,269550.0,19300.5,225000.0,-18038,-593,2.0,Cash loans,M,Working,Secondary / secondary special,Married,0.0714830685812274,1.1979946755792197,90000.0,0.0716024054817084,49.41917808219178,1.6246575342465754,0,1,200-500K,0-2 yrs,0
103500.0,225000.0,15034.5,225000.0,-12985,-2787,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Single / not married,0.145259466092115,0.9999955555753084,34500.0,0.0668197030235421,35.57534246575342,7.635616438356164,0,1,100-200K,5+ yrs,0
112500.0,178290.0,11034.0,157500.0,-22650,-14338,1.0,Cash loans,F,Working,Secondary / secondary special,Widow,0.0980791281855272,1.1319928127440462,56250.0,0.061887588268617,62.054794520547944,39.28219178082192,0,1,100-200K,5+ yrs,0
135000.0,852088.5,33921.0,688500.0,-17856,-822,2.0,Cash loans,F,Commercial associate,Secondary / secondary special,Married,0.2512648054458856,1.2375995096593904,45000.0,0.0398091984468767,48.92054794520548,2.252054794520548,0,1,100-200K,2-5 yrs,0
81000.0,601470.0,30838.5,450000.0,-22887,365243,2.0,Cash loans,F,Pensioner,Secondary / secondary special,Married,0.3807175220059011,1.3365970297843783,27000.0,0.0512717986403334,62.704109589041096,0.0,0,1,50-100K,0-2 yrs,0
157500.0,450000.0,35685.0,450000.0,-10601,-891,1.0,Cash loans,M,Working,Secondary / secondary special,Single / not married,0.2265699900318093,0.999997777782716,78750.0,0.0792998237781693,29.04383561643836,2.441095890410959,0,1,100-200K,2-5 yrs,0
225000.0,948096.0,34182.0,720000.0,-17791,-2437,3.0,Cash loans,M,Commercial associate,Secondary / secondary special,Married,0.1519193248030008,1.3167981711136512,56250.0,0.0360532730300802,48.74246575342466,6.676712328767123,0,1,200-500K,5+ yrs,0
180000.0,755190.0,29947.5,675000.0,-23707,365243,1.0,Cash loans,F,Pensioner,Secondary / secondary special,Single / not married,0.1663740756995794,1.118798342520974,90000.0,0.0396555308524598,64.95068493150686,0.0,0,1,100-200K,0-2 yrs,0
112500.0,646344.0,17181.0,423000.0,-10926,-1498,4.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1527186425009555,1.5279963877153957,22500.0,0.0265817790808314,29.934246575342467,4.104109589041096,0,2,100-200K,2-5 yrs,0
157500.0,604413.0,18454.5,459000.0,-10271,-717,3.0,Cash loans,M,Working,Secondary / secondary special,Married,0.1171706846305737,1.316801052721018,39375.0,0.0305328797810772,28.13972602739726,1.9643835616438357,0,1,100-200K,0-2 yrs,0
